Id,Age,Gender,Marital_status,Numofcomp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime_week,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
2815,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
2816,27-33,Female,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
2817,19-26,Female,Single,3-5',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,High Cost,No,Working,2,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
2818,27-33,Female,Single,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
2819,27-33,Female,Married,3-5',5,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Average,Low Cost,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,Yes,Yes,2000 to 5000,High,Low,High,Yes
2820,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2821,19-26,Female,Married,0-2',2,3.5-7K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,No,No,Yes,Yes,2000 to 5000,High,High,High,Yes
2822,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2823,27-33,Male,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,2,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
2824,27-33,Female,Single,0-2',8,3.5-7K,Above 100%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Average,High Cost,Yes,Working,4,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,No,No,2000 to 5000,High,High,High,Yes
2825,34-40,Male,Single,6-8',8,3.5-7K,75-100%,Mon-Fri,No,Yes,Contract,Yes,Town,Average,Average,Yes,Working,4,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
2826,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,3,Yes,No,No,No,Yes,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
2827,27-33,Female,Single,0-2',5,7-10K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,Yes,No,More Than 12 Days,Yes,No,Yes,Yes,More Than 5000,High,Low,High,Yes
2828,27-33,Female,Married,3-5',5,7-10K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,Yes,No,Yes,No,2000 to 5000,High,Low,High,No
2829,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2830,19-26,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
2831,19-26,Male,Single,0-2',5,3.5-7K,25-50%,24/7 Operation,No,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Unemployed/Resigned,3,Yes,Yes,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
2832,19-26,Male,Single,0-2',2,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Near,Average,Yes,Working,3,No,No,No,No,Yes,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
2833,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Flexible Hours,No,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
2834,34-40,Male,Single,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Far,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
2835,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2836,34-40,Female,Married,6-8',8,10-15K,50-75%,24/7 Operation,No,Yes,Permanant,Yes,Outskirt Town,Far,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,No
2837,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,3,Yes,No,No,No,Yes,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
2838,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
2839,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
2840,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2841,27-33,Male,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
2842,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
2843,19-26,Female,Married,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,No,Outskirt Town,Near,High Cost,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,No
2844,34-40,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Low Cost,No,Working,5,No,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
2845,27-33,Male,Single,0-2',5,7-10K,25-50%,24/7 Operation,No,No,Permanant,No,Business Centre,Near,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,No
2846,19-26,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
2847,40 Above,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,No,More Than 5000,High,Low,High,Yes
2848,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2849,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,Low,High,High,No
2850,27-33,Female,Married,0-2',5,3.5-7K,Above 100%,Flexible Hours,No,Yes,Permanant,Yes,Business Centre,Average,High Cost,Yes,Working,4,Yes,No,No,No,No,More Than 12 Days,No,Yes,Yes,No,2000 to 5000,High,High,High,Yes
2851,27-33,Female,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
2852,19-26,Male,Single,3-5',2,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2853,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
2854,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
2855,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
2856,34-40,Male,Single,3-5',5,15K Above,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Near,High Cost,No,Working,2,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,Low,High,No
2857,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
2858,34-40,Female,Married,3-5',8,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,No
2859,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
2860,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
2861,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Working,5,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,Low,High,No
2862,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
2863,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
2864,34-40,Female,Married,3-5',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
2865,27-33,Male,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,Yes,Business Centre,Far,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
2866,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2867,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2868,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2869,19-26,Male,Single,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,High Cost,No,Unemployed/Resigned,1,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2870,34-40,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Low Cost,No,Working,5,No,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
2871,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,No,Town,Average,Low Cost,No,Unemployed/Resigned,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
2872,34-40,Male,Married,9 Above,8 Above,10-15K,75-100%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
2873,27-33,Male,Single,6-8',8,10-15K,25-50%,24/7 Operation,No,No,Permanant,Yes,Business Centre,Average,High Cost,Yes,Working,4,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
2874,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2875,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
2876,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
2877,19-26,Female,Married,3-5',5,3.5-7K,25-50%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Average,High Cost,No,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,Yes,Yes,2000 to 5000,High,High,High,Yes
2878,19-26,Male,Married,3-5',5,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
2879,27-33,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,Yes,Working,1,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
2880,34-40,Male,Married,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Outskirt Town,Average,High Cost,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,More Than 5000,High,High,High,Yes
2881,27-33,Female,Single,0-2',5,7-10K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,Yes,No,More Than 12 Days,Yes,No,Yes,Yes,More Than 5000,High,Low,High,Yes
2882,40 Above,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,No,More Than 5000,High,Low,High,Yes
2883,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
2884,27-33,Female,Married,3-5',8,7-10K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
2885,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
2886,19-26,Female,Married,0-2',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
2887,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Working,5,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,Low,High,No
2888,27-33,Female,Single,3-5',5,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Average,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,Yes,Yes,2000 to 5000,High,Low,High,Yes
2889,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
2890,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,2,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
2891,27-33,Female,Married,3-5',8,7-10K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
2892,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2893,27-33,Female,Married,0-2',5,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt Town,Near,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
2894,19-26,Male,Single,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Unemployed/Resigned,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,Yes
2895,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
2896,27-33,Female,Single,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
2897,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
2898,19-26,Male,Single,3-5',2,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2899,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
2900,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
2901,19-26,Female,Married,6-8',5,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,No,Outskirt Town,Average,High Cost,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,No
2902,34-40,Female,Married,3-5',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
2903,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2904,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
2905,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
2906,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
2907,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2908,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Flexible Hours,No,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
2909,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2910,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2911,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2912,34-40,Female,Married,3-5',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
2913,27-33,Male,Married,0-2',5,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt Town,Near,Average,No,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
2914,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
2915,34-40,Male,Single,0-2',5,15K Above,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,No,Working,5,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,Low,High,No
2916,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,3,Yes,No,No,No,Yes,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
2917,27-33,Female,Single,3-5',5,3.5-7K,50-75%,Flexible Hours,Yes,Yes,Permanant,Yes,Town,Average,Low Cost,No,Working,2,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,No,500 to 2000,High,High,High,No
2918,27-33,Female,Married,3-5',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,500 to 2000,High,High,High,Yes
2919,19-26,Male,Single,3-5',2,3.5-7K,<25%,Mon-Fri,Yes,No,Permanant,No,Business Centre,Average,High Cost,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
2920,19-26,Female,Single,3-5',5,3.5-7K,25-50%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
2921,19-26,Female,Single,3-5',5,3.5-7K,25-50%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
2922,19-26,Male,Married,0-2',2,3.5-7K,<25%,Flexible Hours,No,No,Permanant,No,Town,Average,Average,Yes,Unemployed/Resigned,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
2923,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
2924,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
2925,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
2926,27-33,Female,Single,0-2',8,15K Above,<25%,Mon-Fri,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
